predicted_target,prob_computer,prob_forsale,prob_recreation,prob_religion,prob_science,original_text,original_target,target,n_tokens,string_size,timestamp
recreation,0.2795879100833847,0.044235175747913,0.3922162129770785,0.0334803777120965,0.2504803234795273,"I had the insturment panel go out in my car (a 1990 Lincoln Contenintal) which is a digital dash. They replaced the whole thing with a 1991 dash (thank god it was under the warrenty ! :-) Anyway, the odometer was reading the exact milage from the old panel. It must have a EEPROM of some sort in it that is up-dated. Seems to me that removing the battery would erase it, but it doesn't. So I guess they swapped the NVM chip (non-volitile memory) and installed it in the new dash. No, they wouldn't let me have the old dash to tinker with :-(",sci.electronics,science,105,541,1713481629163
recreation,0.1533309507013566,0.0671863178199186,0.3070568722820368,0.2472080143931033,0.2252178448035845,"Just out of curiousity, how old is Worden? -- _______________________________________________________________________________",sci.space,science,10,125,1713481888512
religion,0.01754160789205,0.0202507102320408,0.1710627640946833,0.6366387527719086,0.1545061650093171,"If you want to live with someone, you can. If you don't want to have a civil marriage, don't. If you don't want to have a wedding in a church, don't. If you want to call that a marriage, go right ahead.  I hope that the young people that are around you, don't follow your example.",soc.religion.christian,religion,57,280,1713482147860
recreation,0.1034691155935627,0.0328603204878151,0.6361957391381738,0.0311311275711375,0.1963436972093107,"> I saw an interesting product in NY Auto Show, and would like to hear -> your comments. -> -> MILITECH(tm) is yet another oil additive. But the demonstration of -> this product really impressive, if it didn't cheat.    Well, I heard that Militech stuff works pretty good too.. One of my friends who races in SCCA sanctioned events and all that stuff got the Militech stuff early as a trial thing, and he put it in his CRX..  He says it worked great, but I didn't ask him for any details.   -Erich erich.lim@yob.sccsi.com",rec.autos,recreation,100,521,1713482407208
science,0.0622337416756689,0.0165613901321938,0.0422429475821892,0.0557933172517059,0.8231686033582419,"This only makes sense if the government prohibits alternative non-escrowed encryption schemes. Otherwise, why not just use the front end without clipper?  David",sci.crypt,science,24,160,1713482666556
forsale,0.2231711472254142,0.5645928641661415,0.0909408933929408,0.0169916094118282,0.1043034858036751,"Smith Corona Typewriter for sale,          Model SCM 70 electric.  Great for forms, envelopes, labels, small things, etc. that you just can't do with your microcomputer.  Built like a tank, but not big nor that heavy.  A classic compact electric, with padded storage bag.  No scratches, enamel paint chips or dents.  Cloth ribbon, 2 colours.  Will accept best offer near $70.  (Selling for a friend, so these are her instructions not mine. RSVP to this account, though.  Make any other offers anyways, I'll pass them along.  A single sheet-feeder for the Macintosh Imagewriter II would be acceptable in trade, for example.)  gld",misc.forsale,forsale,120,628,1713482925904
recreation,0.1925375680100454,0.0276680195720619,0.6951953024313928,0.0248122690562675,0.0597868409302321,Does anyone know the performance ratings for a 1992 or 1993 5.0 L HO Mustang LX like the 0-60 time 1/4 mile and top end ??? Also can you tell me which magazine where these #'s come from so I can look them up if possable ????  If you could the year and month and eveen page # if you have it.,rec.autos,recreation,63,290,1713483185253
religion,0.0145513729475285,0.0068746346184524,0.0217994587344737,0.9151789585354064,0.0415955751641389,"All of the arguments concerning the Sabbath ought to make the point pretty clear - anyone outside of the Catholic or Orthodox orAnglican or Monophysite churches ourght to worship on Saturday if they are really sola scriptura.  Otherwise, they are following a law put into effect by the Church, and only the above Chruches really recognize any power of the Chruch to do so.  Andy Byler  [You will note that nothing in the FAQ said anything about the Church establishing or changing a law.  The argument against the Sabbath is that it is part of the ceremonial law, and like the rest of the ceremonial law is not binding on Christians.  This argument is based on Paul's letters, Acts, and in a more general sense, Jesus' teachings.  Further, most people argue that Scripture shows worship occuring on Sunday, and Paul endorsing it.  I understand that these points are disputed, and do not want to go around the dispute one more time.  The point I'm making here is not that these arguments are right, but that the backing they claim is Scripture.  Accepting the principle of ""sola scriptura"" does not commit us to obeying the entire Jewish Law.  Acts 15 and Paul's letters are quite clear on that.  I think even the SDA's accept it.  The disagreement is on where the Bible would have us place the line.  By the way, Protestants do give authority to the church, in matters that are not dictated by God.  That's why churches are free to determine their own liturgies, church polity, etc.  If you accept that the Sabbath is not binding on Christians, then the day of worship falls into the category of items on which individual Christians or (since worship is by its nature a group activity) churches are free to decide.",soc.religion.christian,religion,314,1714,1713483444601
science,0.0368060948287342,0.0203557141347384,0.1188128033461381,0.2350198168456074,0.5890055708447817,"This isn't inherently bad.  This isn't really light pollution since it will only be visible shortly before or after dusk (or during the day).  (Of course, if night only lasts 2 hours for you, you're probably going to be inconvienenced. But you're inconvienenced anyway in that case).  Finally: this isn't the Bronze Age, and most of us aren't Indo European; those people speaking Indo-Eurpoean languages often have much non-indo-european ancestry and cultural background. So: please try to remember that there are more human activities than those practiced by the Warrior Caste, the Farming Caste, and the Priesthood.  And why act distressed that someone's found a way to do research that doesn't involve socialism?  It certianly doesn't mean we deserve to die.",sci.space,science,126,761,1713483703949
religion,0.0173898411828599,0.0046965939564937,0.0241506661193145,0.9419418067982668,0.011821091943065,"You write as if no-one ever became a Christian except people from Christian families.  This is not true, as quite a few people on this group can attest (including me).",soc.religion.christian,religion,31,167,1713483963297
science,0.133215485676094,0.0945966131962558,0.2722188229813492,0.0296498947309841,0.4703191834153167,"So-Called Cool-Hot boxes have been advetised for several years.  I recall Damark advertising them in a recent catalog.  Problem with the units is they do a sh***y job of keeping food cold/warm.  The peliter devices used just don't seem to have enough punch to keep up.  If you want something hot, you need to heat it up before you put it in the box, and end up hours later with food thats only moderately warm.  Same goes for cold items.    You'de probably be better off getting a good Coleman(tm) cooler and stocking up on ""blue ice"" blocks.   Same as above.  Not enough ""punch"" in them to keep/get things cold/hot. Mike Behnke             | Senior Tech/Advisor | Quid est illuidin aqua?? Fermi Nat Accel Lab     | Equipment Suuport   | Batavia, Il.            | Computing Div       | PISTRIX!!  PISTRIX!! BEHNKE@FNALF.FNAL.GOV   |                     |  My opinions are my own, not of the lab. So, if you don't like them, call",sci.electronics,science,224,928,1713484222645
