creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,churn,decisions
670,California,Female,54,2,95507.12,1,1,1,63213.31,yes,low_risk
781,Hawaii,Male,20,0,125023.1,2,1,1,108301.45,yes,low_risk
603,Texas,Male,35,1,123407.69,1,1,0,152541.89,no,high_risk
754,Texas,Female,39,8,129401.87,1,1,1,87684.93,yes,low_risk
506,California,Male,37,5,0.0,2,1,1,127543.81,yes,low_risk
549,Hawaii,Female,38,8,107283.4,1,0,0,157442.75,yes,low_risk
518,Hawaii,Male,46,3,0.0,2,1,0,76515.79,yes,low_risk
587,Massachusetts,Male,42,5,120233.83,1,1,0,194890.33,yes,low_risk
608,California,Female,30,8,85859.76,1,0,0,142730.27,yes,low_risk
687,Hawaii,Female,44,9,0.0,2,0,0,103042.2,no,high_risk
723,California,Female,20,4,0.0,2,1,1,140385.33,yes,low_risk
619,California,Male,43,1,125211.92,1,1,1,113410.49,yes,low_risk
756,California,Female,28,6,0.0,1,1,1,164394.65,yes,low_risk
742,New York,Male,33,0,181656.51,1,1,1,107667.91,yes,low_risk
653,Florida,Male,55,2,70263.83,1,0,1,62347.71,yes,low_risk
411,California,Female,36,10,0.0,1,0,0,120694.35,yes,low_risk
693,Texas,Male,46,2,104763.41,1,1,1,62368.33,yes,low_risk
708,New York,Female,23,4,71433.08,1,1,0,103697.57,yes,low_risk
636,Texas,Male,36,6,96643.32,1,0,0,182059.28,yes,low_risk
681,Texas,Male,49,8,142946.18,1,0,0,187280.51,no,high_risk
461,Hawaii,Female,35,5,0.0,1,1,1,54209.02,yes,low_risk
561,Florida,Female,33,6,0.0,2,1,0,45261.47,yes,low_risk
660,Florida,Female,33,1,0.0,2,0,0,117834.91,yes,low_risk
531,Hawaii,Female,47,6,0.0,1,0,0,194998.34,no,high_risk
710,Texas,Female,24,2,110407.44,2,0,0,15832.43,no,high_risk
745,New York,Female,28,1,111071.36,1,1,0,73275.96,no,high_risk
733,California,Male,22,5,0.0,2,1,1,117202.19,yes,low_risk
749,Massachusetts,Male,42,9,222267.63,1,0,0,101108.85,no,high_risk
612,New York,Male,30,9,142910.15,1,1,0,105890.55,no,high_risk
616,Hawaii,Female,31,3,136789.14,1,1,0,59346.4,no,high_risk
595,Texas,Male,46,5,142360.62,2,1,0,48421.4,no,high_risk
839,Texas,Male,47,2,136911.07,1,1,1,168184.62,no,high_risk
776,Hawaii,Male,37,2,0.0,1,0,1,8065.0,yes,low_risk
791,California,Male,28,4,0.0,1,1,0,174435.48,yes,low_risk
630,Texas,Female,31,2,112373.49,2,1,1,131167.98,yes,low_risk
850,Texas,Female,45,5,103909.86,1,1,0,60083.11,no,high_risk
627,New York,Male,28,5,71097.23,1,1,1,130504.49,yes,low_risk
638,Massachusetts,Female,55,2,155828.22,1,0,1,108987.25,no,high_risk
640,Texas,Male,33,8,81677.22,2,0,0,34925.56,yes,low_risk
684,California,Male,46,0,0.0,2,1,1,36376.97,yes,low_risk
652,Hawaii,Female,80,4,0.0,2,1,1,188603.07,yes,low_risk
558,Hawaii,Female,45,1,153697.53,2,0,0,89891.4,no,high_risk
637,Hawaii,Female,38,3,104339.56,1,0,0,119882.86,yes,low_risk
519,California,Female,38,7,125328.56,1,1,0,188225.67,yes,low_risk
627,New York,Male,23,5,184244.86,1,1,0,103099.22,yes,low_risk
604,Hawaii,Male,33,3,148659.48,1,0,0,42437.75,yes,low_risk
587,Massachusetts,Male,41,8,85109.21,1,1,0,1557.82,yes,low_risk
555,California,Male,51,5,0.0,3,1,0,189122.89,no,high_risk
678,Hawaii,Female,26,1,0.0,2,1,0,45443.68,yes,low_risk
652,California,Female,31,3,103696.97,3,0,0,155221.05,no,high_risk
667,New York,Female,39,4,83765.35,2,1,0,118358.54,yes,low_risk
711,Florida,Male,38,3,128718.78,1,0,0,114793.45,yes,low_risk
725,New York,Male,19,0,75888.2,1,0,0,45613.75,yes,low_risk
721,Hawaii,Male,46,1,115764.32,2,0,0,102950.79,yes,low_risk
507,Massachusetts,Male,46,6,92783.68,1,1,1,51424.29,yes,low_risk
682,New York,Female,43,7,111094.05,2,1,1,64679.3,yes,low_risk
612,California,Female,33,0,64900.32,2,1,0,102426.12,yes,low_risk
515,New York,Male,37,2,90432.92,1,1,1,188366.04,no,high_risk
699,Florida,Male,34,8,0.0,1,1,1,76510.46,yes,low_risk
687,New York,Female,27,9,152328.88,2,0,0,126494.82,yes,low_risk
778,New York,Male,31,9,182275.23,2,1,0,190631.23,yes,low_risk
505,New York,Male,43,5,136855.94,2,1,0,171070.52,yes,low_risk
688,Florida,Female,46,3,0.0,2,0,1,104902.68,yes,low_risk
551,Texas,Female,30,2,143340.44,1,1,0,145796.49,yes,low_risk
620,Hawaii,Female,29,1,138740.24,2,0,0,154700.61,yes,low_risk
766,California,Nonbinary,32,6,185714.28,1,1,1,102502.5,yes,low_risk
575,Florida,Male,28,7,0.0,1,1,1,10666.05,yes,low_risk
715,California,Male,32,8,175307.32,1,1,0,187051.23,yes,low_risk
468,California,Male,46,7,91443.75,1,1,0,10958.18,yes,low_risk
640,California,Male,43,7,132412.38,1,0,0,69584.3,no,high_risk
742,Texas,Male,33,1,137937.95,1,1,1,51387.1,yes,low_risk
529,Texas,Male,29,4,135759.4,1,0,0,112813.79,no,high_risk
602,Hawaii,Female,72,3,0.0,2,1,1,171260.66,yes,low_risk
576,California,Female,41,4,112609.91,1,0,0,191035.18,no,high_risk
606,New York,Male,48,4,132403.56,1,0,0,36091.91,no,high_risk
525,California,Male,26,7,153644.39,1,1,1,63197.88,yes,low_risk
712,Massachusetts,Male,45,6,112994.65,1,0,0,198398.68,yes,low_risk
663,California,Male,26,5,141462.13,1,1,0,440.2,yes,low_risk
711,Hawaii,Male,34,8,0.0,2,0,0,48260.19,yes,low_risk
850,New York,Male,37,9,122506.38,1,0,1,199693.84,no,high_risk
483,Texas,Male,41,1,118334.44,1,0,0,163147.99,no,high_risk
799,Hawaii,Female,52,4,161209.66,1,1,1,89081.41,yes,low_risk
698,New York,Male,52,8,96781.39,1,1,1,153373.71,yes,low_risk
720,California,Female,37,2,120328.88,2,1,1,138470.21,yes,low_risk
759,California,Nonbinary,38,1,104091.29,1,0,0,91561.91,yes,low_risk
572,New York,Female,54,9,97382.53,1,1,1,195771.95,yes,low_risk
744,Hawaii,Male,47,9,0.0,2,1,0,113163.17,yes,low_risk
664,New York,Male,33,7,97286.16,2,1,0,143433.33,yes,low_risk
602,California,Female,72,3,0.0,2,1,1,171260.66,yes,low_risk
517,Hawaii,Male,56,9,142147.32,1,0,0,39488.04,no,high_risk
712,New York,Male,53,6,134729.99,2,1,1,132702.64,yes,low_risk
534,Florida,Male,35,4,0.0,2,0,0,9541.15,yes,low_risk
571,New York,Male,33,3,71843.15,1,1,0,26772.04,yes,low_risk
798,California,Male,36,1,0.0,2,1,1,159044.1,yes,low_risk
651,Hawaii,Male,23,10,0.0,2,1,1,170099.23,yes,low_risk
751,New York,Male,50,2,96888.39,1,1,0,77206.25,no,high_risk
549,California,Female,34,4,0.0,2,0,0,139463.57,yes,low_risk
697,Hawaii,Female,49,7,195238.29,4,0,1,131083.56,no,high_risk
710,Hawaii,Male,21,4,109130.96,2,1,1,56191.99,yes,low_risk
629,Texas,Male,28,8,108601.0,1,1,1,119647.7,yes,low_risk
802,California,Male,29,9,127414.55,1,1,1,134459.12,yes,low_risk
698,Florida,Female,39,9,161993.89,1,0,0,90212.38,yes,low_risk
663,Hawaii,Male,34,10,0.0,1,1,1,114083.73,yes,low_risk
606,Massachusetts,Male,42,10,0.0,2,1,0,177938.52,yes,low_risk
644,California,Nonbinary,33,2,0.0,1,1,0,96420.58,yes,low_risk
647,California,Male,28,8,0.0,2,1,1,91055.27,yes,low_risk
702,Hawaii,Male,45,0,80793.58,1,1,1,27474.81,yes,low_risk
545,California,Male,38,1,88293.13,2,1,1,24302.95,yes,low_risk
755,Hawaii,Male,30,4,123217.66,2,0,1,144183.1,yes,low_risk
502,Hawaii,Female,64,3,139663.37,1,0,1,100995.11,yes,low_risk
640,Texas,Female,74,2,116800.25,1,1,1,34130.43,yes,low_risk
678,Hawaii,Female,35,4,0.0,1,1,0,125518.32,yes,low_risk
850,Massachusetts,Female,45,5,174088.3,4,1,0,5669.31,no,high_risk
705,Massachusetts,Female,47,3,63488.7,1,0,1,28640.92,no,high_risk
681,Hawaii,Male,34,3,0.0,2,0,0,55816.2,yes,low_risk
618,Hawaii,Female,37,5,96652.86,1,1,0,98686.4,no,high_risk
760,California,Female,51,2,100946.71,1,0,0,179614.8,no,high_risk
619,Florida,Male,52,8,0.0,2,1,1,123242.11,yes,low_risk
713,New York,Female,24,7,147687.24,1,1,1,121592.5,yes,low_risk
590,California,Female,32,0,127763.24,1,1,0,100717.54,yes,low_risk
447,California,Female,32,10,0.0,1,1,1,151815.76,yes,low_risk
622,Hawaii,Male,26,9,0.0,2,1,1,153237.59,yes,low_risk
755,California,Female,29,4,148654.84,2,1,1,28805.09,yes,low_risk
727,Hawaii,Male,35,5,136364.46,1,0,0,142754.71,yes,low_risk
764,Hawaii,Male,30,5,0.0,2,0,1,105155.66,yes,low_risk
627,Texas,Male,30,3,128770.88,2,1,1,40199.01,yes,low_risk
645,California,Male,45,6,155417.61,1,0,1,3449.22,yes,low_risk
553,Texas,Male,41,9,110112.54,2,0,0,81898.81,yes,low_risk
646,Hawaii,Male,24,8,0.0,2,0,0,92612.88,yes,low_risk
470,New York,Male,39,5,117469.91,2,0,0,63705.9,yes,low_risk
590,California,Male,43,8,0.0,2,1,1,143628.31,yes,low_risk
581,New York,Female,38,3,135157.05,1,1,1,32919.42,yes,low_risk
731,Massachusetts,Female,33,5,137388.01,2,1,0,165000.68,yes,low_risk
712,Florida,Male,47,1,139887.01,1,1,1,95719.73,yes,low_risk
735,Massachusetts,Male,34,5,0.0,2,0,0,71095.41,yes,low_risk
350,New York,Male,39,0,109733.2,2,0,0,123602.11,no,high_risk
573,Hawaii,Male,35,9,0.0,2,1,0,11743.89,yes,low_risk
694,Hawaii,Male,47,4,0.0,2,1,0,197528.62,yes,low_risk
682,California,Male,37,5,0.0,2,0,1,112554.68,yes,low_risk
411,Hawaii,Female,36,10,0.0,1,0,0,120694.35,yes,low_risk
850,California,Male,35,2,0.0,2,1,1,56991.66,yes,low_risk
691,New York,Female,38,5,114753.76,1,1,0,107665.02,yes,low_risk
699,Texas,Male,36,6,147137.74,1,1,1,33687.9,yes,low_risk
707,Hawaii,Female,33,2,58036.33,1,1,1,83335.78,yes,low_risk
687,California,Male,39,7,0.0,2,1,0,26848.25,yes,low_risk
537,New York,Female,47,6,103163.35,1,1,0,16259.64,no,high_risk
593,Massachusetts,Male,26,9,76226.9,1,1,0,167564.82,yes,low_risk
693,New York,Female,43,1,121927.92,1,1,0,87994.95,no,high_risk
711,Texas,Female,52,8,145262.54,1,0,1,131473.31,yes,low_risk
796,Hawaii,Male,44,8,165326.2,1,1,1,57205.55,yes,low_risk
616,Texas,Female,36,10,78249.53,1,1,0,136934.91,yes,low_risk
650,New York,Female,48,7,138232.24,1,1,0,57594.78,yes,low_risk
642,Florida,Male,34,8,0.0,1,1,0,72085.1,yes,low_risk
481,Hawaii,Male,44,9,175303.06,1,1,0,65500.53,no,high_risk
707,Massachusetts,Male,44,3,0.0,2,1,1,135077.01,yes,low_risk
709,Hawaii,Female,41,3,150300.65,2,1,0,71672.86,yes,low_risk
643,Hawaii,Male,39,7,0.0,2,1,1,170392.59,yes,low_risk
762,Hawaii,Male,26,6,130428.78,1,1,0,173365.89,yes,low_risk
750,Hawaii,Female,47,7,121376.15,2,1,0,54473.6,no,high_risk
698,California,Male,47,5,156265.31,2,0,0,1055.66,yes,low_risk
488,California,Nonbinary,31,8,97588.6,1,0,0,124210.53,yes,low_risk
651,Texas,Female,25,2,109175.14,2,1,0,114566.47,yes,low_risk
705,Hawaii,Male,38,1,189443.72,1,0,1,106648.58,yes,low_risk
707,California,Female,55,1,0.0,2,0,1,54409.48,yes,low_risk
657,New York,Male,25,2,171770.55,1,1,0,22745.5,yes,low_risk
657,Hawaii,Female,41,5,95858.37,1,1,1,68255.88,yes,low_risk
578,California,Male,59,10,185966.64,1,0,0,9445.42,no,high_risk
784,Massachusetts,Female,42,2,109052.04,2,1,0,6409.55,yes,low_risk
413,Hawaii,Male,34,9,0.0,2,0,0,6534.18,yes,low_risk
497,Massachusetts,Male,24,3,0.0,2,1,0,76390.01,yes,low_risk
492,Hawaii,Male,35,8,121063.49,1,0,0,85421.48,yes,low_risk
741,Florida,Male,35,6,74371.49,1,0,0,99595.67,yes,low_risk
752,Texas,Female,45,3,105426.5,2,0,1,89773.45,yes,low_risk
667,California,Male,31,1,119266.69,1,1,1,28257.63,yes,low_risk
638,Massachusetts,Male,48,2,0.0,2,1,1,7919.08,yes,low_risk
678,Hawaii,Male,26,3,0.0,2,1,0,4989.33,yes,low_risk
724,Texas,Nonbinary,30,7,115315.04,1,1,0,15216.53,yes,low_risk
702,California,Female,46,9,98444.19,1,0,1,109563.28,yes,low_risk
677,California,Female,37,3,0.0,2,1,1,38252.25,yes,low_risk
787,California,Female,35,1,106266.8,1,1,1,16607.15,yes,low_risk
536,Hawaii,Male,46,1,65733.41,1,1,0,61094.53,yes,low_risk
592,Florida,Male,37,9,0.0,3,1,1,10656.89,yes,low_risk
713,New York,Male,45,4,131038.14,1,1,0,74005.04,no,high_risk
709,Hawaii,Male,39,8,0.0,2,1,0,56214.09,yes,low_risk
633,Massachusetts,Male,63,4,114552.6,1,1,0,73856.28,no,high_risk
579,New York,Male,31,6,139729.54,1,0,1,135815.38,yes,low_risk
616,Texas,Female,57,7,116936.81,1,1,1,104379.36,yes,low_risk
553,Texas,Male,53,5,127997.83,1,1,0,165378.66,no,high_risk
709,Hawaii,Male,44,9,128601.98,1,1,0,117031.2,yes,low_risk
810,Hawaii,Male,33,6,0.0,2,1,1,77965.67,yes,low_risk
727,California,Male,52,4,0.0,2,1,1,118429.02,yes,low_risk
499,Massachusetts,Female,53,1,75225.53,2,0,0,144849.1,no,high_risk
637,California,Female,41,9,0.0,2,1,0,145477.36,yes,low_risk
769,Texas,Male,60,9,148846.39,1,1,0,192831.67,no,high_risk
610,Florida,Female,45,3,0.0,1,1,0,38276.84,no,high_risk
820,New York,Male,39,9,111336.89,1,1,0,16770.31,no,high_risk
535,New York,Female,53,5,141616.55,2,1,1,75888.65,yes,low_risk
558,New York,Nonbinary,26,1,148853.29,2,1,1,24411.02,yes,low_risk
612,Massachusetts,Male,35,1,0.0,1,1,1,83256.26,no,high_risk
641,New York,Female,51,2,117306.69,4,1,1,26912.72,no,high_risk
585,Hawaii,Male,36,7,0.0,2,1,0,94283.09,yes,low_risk
583,Hawaii,Male,59,7,127450.14,1,0,1,67552.71,yes,low_risk
699,Massachusetts,Female,29,9,127570.93,2,1,0,164756.81,yes,low_risk
541,New York,Male,40,7,95710.11,2,1,0,49063.42,yes,low_risk
616,Texas,Female,45,4,122793.96,1,1,1,62002.04,yes,low_risk
806,New York,Female,59,0,135296.33,1,1,0,182822.5,yes,low_risk
595,Florida,Male,35,8,0.0,1,1,0,100015.79,no,high_risk
698,Massachusetts,Male,45,5,164450.94,1,1,0,141970.02,no,high_risk
637,Texas,Nonbinary,36,10,145750.45,2,1,1,96660.76,yes,low_risk
714,California,Male,52,4,100755.66,1,1,1,186775.25,yes,low_risk
547,Texas,Male,49,8,121537.71,2,1,0,46521.45,no,high_risk
741,Hawaii,Female,36,3,0.0,2,1,1,89804.83,yes,low_risk
850,Texas,Female,47,10,134381.52,1,0,0,26812.89,no,high_risk
732,California,Male,79,10,61811.23,1,1,1,104222.8,yes,low_risk
548,California,Female,35,10,0.0,1,1,1,31299.71,yes,low_risk
730,Florida,Male,29,2,0.0,2,1,0,14174.09,yes,low_risk
581,California,Male,30,1,0.0,2,1,0,199464.08,yes,low_risk
476,Hawaii,Female,34,10,0.0,2,1,0,26260.98,yes,low_risk
846,California,Female,38,5,0.0,1,1,1,187616.16,yes,low_risk
729,California,Female,38,7,0.0,2,0,0,45779.9,yes,low_risk
600,Massachusetts,Female,27,6,0.0,2,1,1,172031.22,yes,low_risk
770,California,Female,33,6,0.0,2,1,1,126131.9,yes,low_risk
828,California,Male,37,4,0.0,2,1,0,94845.45,yes,low_risk
718,Hawaii,Male,35,3,97560.16,1,1,1,53511.74,yes,low_risk
829,Texas,Female,27,9,112045.67,1,1,1,119708.21,no,high_risk
650,California,Male,34,4,106005.54,1,0,1,142995.32,yes,low_risk
641,Hawaii,Female,36,5,66392.64,1,1,0,31106.67,yes,low_risk
535,Hawaii,Female,38,8,0.0,2,1,0,136620.64,yes,low_risk
757,Hawaii,Male,28,3,75381.15,1,1,1,199727.72,yes,low_risk
622,California,Male,38,5,0.0,2,0,0,105295.77,yes,low_risk
781,California,Male,32,6,147107.91,1,1,1,40066.95,yes,low_risk
632,Texas,Male,65,6,129472.33,1,1,1,85179.48,yes,low_risk
502,California,Female,64,3,139663.37,1,0,1,100995.11,yes,low_risk
529,New York,Male,72,5,94216.05,1,1,1,78695.68,yes,low_risk
658,Hawaii,Female,40,7,140596.95,1,0,1,135459.02,no,high_risk
645,Hawaii,Female,24,3,34547.82,1,1,1,11638.17,yes,low_risk
807,Texas,Female,40,1,134590.21,1,1,1,46253.65,yes,low_risk
610,Florida,Male,29,9,0.0,3,0,1,83912.24,yes,low_risk
756,Hawaii,Female,23,1,112568.31,1,1,1,113408.11,yes,low_risk
455,Florida,Female,43,6,0.0,1,1,1,81250.79,yes,low_risk
781,California,Female,42,3,156555.54,1,1,1,175674.01,yes,low_risk
542,Massachusetts,Male,54,8,105770.14,1,0,1,140929.98,no,high_risk
680,New York,Male,32,7,175454.0,1,0,1,77349.92,yes,low_risk
667,Massachusetts,Male,56,2,168883.08,1,0,1,18897.78,yes,low_risk
581,Florida,Female,31,6,0.0,2,1,0,188377.21,yes,low_risk
757,Hawaii,Male,38,0,0.0,1,1,0,83263.06,yes,low_risk
670,California,Male,38,10,89416.99,1,0,0,144275.39,yes,low_risk
592,California,Male,54,8,0.0,1,1,1,28737.71,no,high_risk
767,New York,Male,23,2,139542.82,1,0,1,28038.28,yes,low_risk
561,California,Male,37,1,100443.36,2,0,1,101693.73,yes,low_risk
563,California,Female,32,0,148326.09,1,1,0,191604.27,no,high_risk
656,California,Male,33,7,138705.02,2,1,0,37136.15,yes,low_risk
632,California,Male,71,3,83116.68,1,1,1,27597.76,yes,low_risk
764,California,Male,24,7,98148.61,1,1,0,26843.76,yes,low_risk
635,Massachusetts,Male,29,2,0.0,2,0,0,117173.8,yes,low_risk
667,Texas,Female,39,4,83765.35,2,1,0,118358.54,yes,low_risk
721,California,Male,40,9,118129.87,1,1,1,160277.65,yes,low_risk
646,New York,Female,52,6,111739.4,2,0,1,68367.18,yes,low_risk
616,Hawaii,Male,29,9,0.0,1,1,1,166984.44,yes,low_risk
668,Hawaii,Male,42,8,187534.79,1,1,1,32900.41,no,high_risk
802,Florida,Male,51,7,0.0,1,0,1,40855.79,yes,low_risk
850,Massachusetts,Female,29,1,0.0,2,1,1,197996.65,yes,low_risk
631,California,Male,29,7,0.0,2,0,1,125877.22,yes,low_risk
789,New York,Male,43,8,119654.44,2,0,1,148412.24,no,high_risk
567,Texas,Female,40,2,105222.86,2,1,0,93795.86,yes,low_risk
705,Texas,Female,64,3,153469.26,3,0,0,146573.66,no,high_risk
628,New York,Female,45,6,53667.44,1,1,0,115022.94,yes,low_risk
813,Hawaii,Male,34,0,0.0,2,1,0,43169.15,yes,low_risk
584,New York,Female,29,7,105204.01,1,0,1,138490.03,yes,low_risk
486,New York,Female,40,9,71340.09,1,1,0,76192.21,yes,low_risk
559,Massachusetts,Male,67,9,125919.35,1,1,0,175910.95,no,high_risk
807,Hawaii,Male,47,1,95120.59,1,0,0,127875.1,yes,low_risk
660,Massachusetts,Male,33,2,80462.24,1,0,0,150422.35,yes,low_risk
677,Texas,Female,39,0,111213.64,2,1,1,147578.26,yes,low_risk
714,New York,Female,35,6,126077.43,2,1,1,53954.24,yes,low_risk
837,Hawaii,Female,38,2,0.0,2,1,1,46395.21,yes,low_risk
531,California,Nonbinary,29,3,114590.58,1,0,0,75585.48,yes,low_risk
520,California,Female,38,4,0.0,2,1,0,56388.63,yes,low_risk
447,Hawaii,Male,41,3,0.0,4,1,1,197490.39,no,high_risk
629,Texas,Female,37,1,35549.81,2,0,0,49676.33,yes,low_risk
429,California,Nonbinary,27,6,117307.44,2,1,1,24020.49,yes,low_risk
754,Florida,Female,50,7,146777.44,2,0,1,150685.52,yes,low_risk
762,Texas,Male,34,4,88815.56,2,1,0,68562.26,no,high_risk
675,Massachusetts,Male,33,3,0.0,2,1,0,45348.08,yes,low_risk
698,Hawaii,Male,37,8,0.0,2,0,0,145004.39,yes,low_risk
779,Massachusetts,Female,34,5,0.0,2,0,1,111676.63,yes,low_risk
543,California,Male,30,4,140916.81,1,1,0,157711.18,yes,low_risk
669,Florida,Male,25,7,157228.61,2,1,0,124382.9,yes,low_risk
609,Massachusetts,Male,39,2,139443.75,2,1,0,9234.06,yes,low_risk
499,California,Female,38,9,0.0,2,0,1,183042.2,yes,low_risk
590,Florida,Female,51,3,154962.99,3,0,1,191932.27,no,high_risk
480,California,Female,42,1,152160.21,2,1,0,101778.9,yes,low_risk
689,New York,Female,30,5,136650.89,1,1,1,41865.72,no,high_risk
637,Florida,Male,43,8,0.0,1,1,0,12156.93,no,high_risk
679,Hawaii,Male,37,7,74260.03,1,1,0,194617.98,yes,low_risk
611,Hawaii,Male,68,5,82547.11,2,1,1,146448.01,yes,low_risk
850,New York,Nonbinary,38,5,146756.68,1,1,0,78268.61,yes,low_risk
498,Texas,Male,37,8,108432.88,2,1,1,14865.05,yes,low_risk
595,California,Female,39,7,120962.13,1,0,0,23305.01,yes,low_risk
586,California,Female,35,7,164769.02,3,1,0,119814.25,no,high_risk
699,California,Male,22,9,99339.0,1,1,0,68297.61,no,high_risk
604,Florida,Female,26,3,0.0,2,1,0,155248.62,yes,low_risk
615,Massachusetts,Nonbinary,41,9,109013.23,1,1,0,196499.96,yes,low_risk
634,New York,Male,48,2,107247.69,1,1,1,103712.05,no,high_risk
570,California,Female,30,10,176173.52,1,1,0,97045.32,no,high_risk
615,Florida,Male,41,1,126773.43,1,1,1,55551.26,yes,low_risk
738,Hawaii,Male,29,2,0.0,2,1,1,170421.13,yes,low_risk
695,Hawaii,Male,46,7,49512.55,1,1,0,133007.34,yes,low_risk
587,Florida,Female,34,1,0.0,2,1,1,97932.68,yes,low_risk
615,Texas,Nonbinary,44,9,126104.98,2,0,1,110718.02,yes,low_risk
790,Massachusetts,Female,41,7,109508.68,1,0,0,86776.38,yes,low_risk
805,Massachusetts,Male,26,2,0.0,2,1,1,25042.1,yes,low_risk
620,Florida,Male,29,9,0.0,2,1,0,13133.88,yes,low_risk
679,Texas,Male,58,8,125850.53,2,1,1,87008.17,yes,low_risk
464,Texas,Male,37,4,155994.15,1,0,0,143665.44,yes,low_risk
532,California,Male,60,5,76705.87,2,0,1,13889.73,yes,low_risk
635,Hawaii,Male,27,3,127009.83,1,1,0,161909.95,yes,low_risk
602,Florida,Male,34,8,98382.72,1,1,0,39542.0,yes,low_risk
658,Massachusetts,Male,35,9,71829.34,1,1,1,68141.92,yes,low_risk
629,Florida,Male,32,3,0.0,2,1,1,15404.64,yes,low_risk
647,New York,Female,51,1,119741.77,2,0,0,54954.51,no,high_risk
850,Texas,Male,29,1,154640.41,1,1,1,164039.51,yes,low_risk
588,Texas,Male,41,6,106116.56,2,1,0,198766.61,yes,low_risk
646,Texas,Male,46,1,170826.55,2,1,0,45041.32,yes,low_risk
712,Florida,Male,53,2,111061.01,2,0,0,26542.17,yes,low_risk
739,Texas,Male,54,8,126418.14,1,1,0,134420.75,no,high_risk
602,Hawaii,Male,59,7,0.0,2,1,1,162347.05,yes,low_risk
762,New York,Male,34,4,88815.56,2,1,0,68562.26,no,high_risk
778,California,Male,24,4,0.0,2,1,1,162809.2,yes,low_risk
850,Hawaii,Male,31,6,67996.23,2,0,0,50129.87,no,high_risk
557,Massachusetts,Male,34,3,0.0,1,0,1,123427.98,yes,low_risk
629,California,Female,37,10,99546.25,3,0,1,25136.95,no,high_risk
764,Texas,Female,39,9,138341.51,1,1,0,50072.94,no,high_risk
655,New York,Male,41,8,125561.97,1,0,0,164040.94,no,high_risk
754,Hawaii,Male,61,5,146622.35,1,1,1,41815.22,no,high_risk
792,California,Male,30,1,127187.86,1,1,1,113553.42,yes,low_risk
802,Massachusetts,Male,38,7,0.0,2,0,1,57764.65,yes,low_risk
679,Hawaii,Male,36,6,147733.64,1,0,1,172501.38,yes,low_risk
587,New York,Female,38,0,132122.42,2,0,0,31730.32,yes,low_risk
663,Hawaii,Male,34,7,0.0,2,1,1,180427.24,yes,low_risk
850,Florida,Female,55,7,0.0,1,0,0,171762.87,no,high_risk
606,Texas,Male,65,10,126306.64,3,0,0,7861.68,no,high_risk
487,California,Male,24,7,133628.09,2,1,1,98570.01,yes,low_risk
678,Florida,Female,49,1,0.0,2,1,1,102472.9,yes,low_risk
740,Massachusetts,Female,31,8,0.0,2,0,0,86657.48,yes,low_risk
701,Texas,Female,48,1,92072.68,1,1,1,133992.36,yes,low_risk
425,California,Male,39,4,0.0,2,1,0,197226.32,yes,low_risk
666,Florida,Female,36,6,0.0,2,1,0,176692.87,yes,low_risk
569,Hawaii,Male,37,9,178755.84,1,1,0,199929.17,yes,low_risk
588,New York,Female,30,0,110148.49,1,1,0,5790.9,no,high_risk
615,Florida,Male,51,6,81818.49,1,1,1,169149.38,yes,low_risk
612,Texas,Male,76,6,96166.88,1,1,1,191393.26,yes,low_risk
755,Hawaii,Female,38,1,0.0,2,1,0,20734.81,yes,low_risk
523,Hawaii,Male,39,3,0.0,2,1,0,6726.53,yes,low_risk
604,Florida,Female,35,7,147285.52,1,1,1,57807.05,yes,low_risk
788,Hawaii,Female,33,5,0.0,2,0,0,116978.19,yes,low_risk
555,Texas,Male,41,10,113270.2,2,1,1,185387.14,yes,low_risk
683,California,Male,30,10,57657.49,1,0,0,79240.9,yes,low_risk
819,Massachusetts,Female,28,8,168253.21,1,1,1,102799.14,yes,low_risk
758,Hawaii,Male,35,7,0.0,2,1,0,77951.84,yes,low_risk
572,Hawaii,Male,24,1,0.0,2,1,1,151460.84,yes,low_risk
613,Texas,Male,38,9,126265.88,2,0,0,15859.95,yes,low_risk
765,Massachusetts,Female,32,9,178095.55,1,0,0,47247.56,yes,low_risk
644,California,Female,46,9,95441.27,1,1,0,108761.05,no,high_risk
595,Hawaii,Male,20,4,95830.43,1,1,0,177738.98,yes,low_risk
471,Florida,Male,26,8,0.0,2,1,1,179655.87,yes,low_risk
777,Hawaii,Female,53,10,0.0,2,1,0,189992.97,yes,low_risk
580,New York,Male,35,9,121355.19,1,0,1,35671.45,yes,low_risk
711,Massachusetts,Female,28,5,0.0,2,1,1,93959.96,yes,low_risk
633,Texas,Female,29,8,104944.1,1,1,1,97684.46,yes,low_risk
