creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,churn,decisions,predicted_churn,event_id
810,Texas,Male,69,3,27288.43,1,1,1,110509.9,yes,low_risk,0.8210060163443483,391
795,Florida,Female,56,5,0.0,1,1,0,35418.69,no,high_risk,0.0416206187949976,392
615,Hawaii,Male,64,0,81564.1,2,0,1,35896.09,yes,low_risk,0.6226011651098774,393
656,Massachusetts,Male,47,1,0.0,2,1,1,197961.93,yes,low_risk,0.8462746637966747,394
554,Hawaii,Female,48,7,0.0,2,1,1,63708.07,yes,low_risk,0.8029548165997934,395
693,Florida,Female,57,9,0.0,2,1,1,135502.77,yes,low_risk,0.7866873164560316,396
512,Hawaii,Female,31,7,0.0,2,0,0,49326.07,yes,low_risk,0.9325125628506648,397
670,Hawaii,Female,40,3,47364.45,1,1,1,148579.43,no,high_risk,0.5385186989522033,398
516,New York,Female,33,10,138847.9,1,1,1,127256.7,yes,low_risk,0.5983284032181216,399
635,Texas,Female,48,4,81556.89,2,1,0,191914.37,yes,low_risk,0.4030145142722802,400
741,New York,Female,19,8,108711.57,2,1,0,24857.25,yes,low_risk,0.7080393733367284,401
700,California,Female,27,6,137963.07,1,0,0,8996.79,yes,low_risk,0.6650876849591449,402
584,California,Male,33,3,0.0,2,0,1,59103.13,yes,low_risk,0.9331218480525466,403
735,California,Male,49,5,121973.28,1,1,0,148804.36,yes,low_risk,0.1281426637182627,404
493,California,Female,36,5,148667.81,2,1,0,56092.51,yes,low_risk,0.7134676587646455,405
812,Texas,Male,33,2,127154.14,2,0,1,105383.49,yes,low_risk,0.8067428780582582,406
516,Hawaii,Female,37,8,113143.12,1,0,0,3363.36,yes,low_risk,0.6491577492169804,407
637,New York,Male,43,1,135645.29,2,0,1,101382.86,no,high_risk,0.4753491261373667,408
549,New York,Female,31,9,135020.21,2,1,1,23343.18,yes,low_risk,0.8198232797886835,409
663,Hawaii,Male,35,9,0.0,2,1,1,195580.28,yes,low_risk,0.9318593245812292,410
501,Texas,Male,24,4,130806.42,2,1,0,80241.14,yes,low_risk,0.7596556770073627,411
646,Hawaii,Female,38,2,0.0,2,0,0,178752.73,yes,low_risk,0.8520726603607476,412
717,New York,Female,33,0,115777.23,1,1,1,81508.1,yes,low_risk,0.6098527693818562,413
591,California,Male,40,2,99886.42,2,1,1,88695.19,yes,low_risk,0.7479569560448301,414
573,Hawaii,Male,27,2,128243.03,1,1,1,11631.34,yes,low_risk,0.7941362239570489,415
549,Florida,Female,24,9,0.0,2,1,1,14406.41,yes,low_risk,0.939838366469205,416
577,Hawaii,Female,37,4,0.0,1,1,1,79881.39,yes,low_risk,0.613574744022285,417
696,Florida,Male,60,8,88786.81,1,1,1,196858.4,yes,low_risk,0.4752254461756018,418
735,New York,Female,43,9,98807.45,1,0,0,184570.04,no,high_risk,0.1693396144840841,419
648,Texas,Female,43,1,107963.38,1,0,0,186438.86,no,high_risk,0.1477088985326572,420
700,California,Male,38,8,134811.3,1,1,0,1299.75,yes,low_risk,0.5952887285372412,421
613,Florida,Male,39,8,118201.41,1,1,0,23315.59,yes,low_risk,0.5403270255543474,422
569,Hawaii,Male,66,2,0.0,1,1,0,130784.2,no,high_risk,0.0445192805222584,423
528,Hawaii,Female,32,4,85615.66,2,1,0,156192.43,yes,low_risk,0.8356784665533412,424
525,Hawaii,Male,35,7,165358.77,1,0,1,94738.54,yes,low_risk,0.7523600566397467,425
610,Hawaii,Female,27,2,0.0,2,1,0,14546.76,yes,low_risk,0.914170995302498,426
728,California,Male,33,8,129907.63,1,0,1,36083.96,yes,low_risk,0.778493284996522,427
748,California,Male,44,2,92911.52,1,0,1,85495.24,yes,low_risk,0.4343617609562852,428
686,Massachusetts,Male,39,10,136258.06,1,0,0,89199.51,yes,low_risk,0.5535040349550984,429
568,Hawaii,Female,44,7,0.0,2,0,0,62370.67,no,high_risk,0.6243662543336103,430
592,Hawaii,Female,27,4,0.0,2,1,1,183569.25,yes,low_risk,0.9330848018425574,431
643,Texas,Male,25,4,115142.9,1,1,1,148098.95,yes,low_risk,0.6744707452317803,432
615,Florida,Male,61,9,0.0,2,1,0,150227.85,no,high_risk,0.2502439315835996,433
670,California,Female,45,5,47884.92,1,1,1,54340.24,yes,low_risk,0.3917985895422902,434
651,California,Male,53,7,0.0,2,1,1,130132.41,yes,low_risk,0.8063182386558144,435
562,California,Male,35,7,0.0,1,0,0,48869.67,yes,low_risk,0.5222453941768971,436
653,Massachusetts,Male,35,9,0.0,2,1,1,45956.05,yes,low_risk,0.9245722799315628,437
580,California,Female,39,9,128362.59,1,1,0,86044.98,yes,low_risk,0.5437115394585926,438
588,Massachusetts,Female,35,7,0.0,2,1,1,108739.15,yes,low_risk,0.929943294368914,439
623,Hawaii,Male,43,1,0.0,2,1,1,146379.3,yes,low_risk,0.831433324747694,440
678,Florida,Female,49,8,0.0,2,0,1,98090.69,yes,low_risk,0.7856323369622799,441
608,Hawaii,Male,31,7,79962.92,2,1,0,60901.72,yes,low_risk,0.8599195411773386,442
598,Hawaii,Male,38,0,125487.89,1,0,0,158111.71,yes,low_risk,0.5834907098198656,443
567,Hawaii,Female,38,1,125877.65,2,1,1,107841.77,yes,low_risk,0.7861613757690169,444
743,California,Female,40,6,0.0,1,1,0,28280.8,no,high_risk,0.3928707269313393,445
535,Hawaii,Female,40,8,0.0,1,1,1,27689.77,yes,low_risk,0.56588625118055,446
746,California,Female,24,4,0.0,1,0,1,94105.0,yes,low_risk,0.7468241101611697,447
651,California,Female,32,8,144581.96,1,1,1,87609.5,yes,low_risk,0.7673832733442232,448
620,Hawaii,Male,41,3,0.0,2,1,1,137309.06,yes,low_risk,0.8615144322863406,449
638,New York,Female,39,0,122501.28,2,1,1,95007.8,yes,low_risk,0.7067952231528583,450
850,Texas,Male,43,5,129305.09,2,0,1,19244.58,yes,low_risk,0.4817929258627428,451
558,Massachusetts,Female,31,7,0.0,2,1,0,166720.28,yes,low_risk,0.9306825359062352,452
748,California,Female,20,7,0.0,2,0,0,10792.42,yes,low_risk,0.9197131308108314,453
541,Texas,Nonbinary,51,7,90373.28,2,1,0,179861.79,yes,low_risk,0.1441658628269228,454
705,Florida,Male,46,7,0.0,2,1,0,117273.35,yes,low_risk,0.6717763974061589,455
727,New York,Male,58,5,106913.43,1,1,0,25881.0,no,high_risk,0.0499536994068284,456
796,Texas,Female,52,9,167194.36,1,1,1,62808.93,no,high_risk,0.2660865688213152,457
624,Florida,Male,38,7,123906.55,1,1,0,135096.78,yes,low_risk,0.5742035574204318,458
676,Hawaii,Female,36,3,91711.59,1,1,1,95393.43,yes,low_risk,0.7270058290758246,459
621,Massachusetts,Male,39,8,0.0,2,1,0,36122.96,yes,low_risk,0.8381545822420872,460
520,New York,Male,32,5,110029.77,1,1,0,56246.69,yes,low_risk,0.4718460484955727,461
580,Florida,Female,57,0,136820.99,1,0,1,108528.74,yes,low_risk,0.3556499755699132,462
577,Hawaii,Male,60,10,125389.7,2,1,1,178616.73,yes,low_risk,0.5226582445070495,463
610,California,Male,40,0,0.0,2,1,0,62232.6,yes,low_risk,0.8114737768022912,464
587,California,Male,42,1,0.0,1,0,0,123006.91,yes,low_risk,0.2740187019986405,465
725,California,Male,66,4,86459.8,1,1,1,141476.56,yes,low_risk,0.6717753025408574,466
484,New York,Male,54,3,134388.11,1,0,0,49954.79,no,high_risk,0.0553342642306204,467
574,Florida,Male,52,7,115532.52,1,1,0,196257.67,yes,low_risk,0.121011072266059,468
559,Hawaii,Female,34,5,68999.66,2,1,1,66879.27,yes,low_risk,0.897257333741627,469
686,Hawaii,Male,34,6,146178.13,2,1,1,88837.11,yes,low_risk,0.837883839679678,470
689,Hawaii,Male,39,7,0.0,2,0,0,14917.09,yes,low_risk,0.850964834577101,471
593,California,Female,33,0,95927.04,1,1,0,199478.05,yes,low_risk,0.6924917110391818,472
725,Texas,Male,19,0,75888.2,1,0,0,45613.75,yes,low_risk,0.6567202161764709,473
776,New York,Male,38,5,112281.7,1,0,1,89893.6,yes,low_risk,0.473213782690398,474
747,New York,Male,36,8,102603.3,2,1,1,180693.61,yes,low_risk,0.8054899081671902,475
649,Texas,Male,40,4,95001.33,1,0,1,123202.99,yes,low_risk,0.5106309695987601,476
585,California,Female,28,6,105795.9,1,1,1,41219.09,yes,low_risk,0.7999479841762295,477
670,California,Female,54,2,95507.12,1,1,1,63213.31,yes,low_risk,0.3648748623303137,478
781,Hawaii,Male,20,0,125023.1,2,1,1,108301.45,yes,low_risk,0.8647793304905781,479
603,Texas,Male,35,1,123407.69,1,1,0,152541.89,no,high_risk,0.4318836189301684,480
754,Texas,Female,39,8,129401.87,1,1,1,87684.93,yes,low_risk,0.5275195487199482,481
506,California,Male,37,5,0.0,2,1,1,127543.81,yes,low_risk,0.9154436018602528,482
549,Hawaii,Female,38,8,107283.4,1,0,0,157442.75,yes,low_risk,0.5966017545410128,483
518,Hawaii,Male,46,3,0.0,2,1,0,76515.79,yes,low_risk,0.6379383229276254,484
587,Massachusetts,Male,42,5,120233.83,1,1,0,194890.33,yes,low_risk,0.3041709083317916,485
608,California,Female,30,8,85859.76,1,0,0,142730.27,yes,low_risk,0.7248681310807443,486
687,Hawaii,Female,44,9,0.0,2,0,0,103042.2,no,high_risk,0.6706524474211056,487
723,California,Female,20,4,0.0,2,1,1,140385.33,yes,low_risk,0.9269552628497738,488
619,California,Male,43,1,125211.92,1,1,1,113410.49,yes,low_risk,0.4090538099059959,489
756,California,Female,28,6,0.0,1,1,1,164394.65,yes,low_risk,0.7296867578383512,490
742,New York,Male,33,0,181656.51,1,1,1,107667.91,yes,low_risk,0.7199356167139137,491
653,Florida,Male,55,2,70263.83,1,0,1,62347.71,yes,low_risk,0.3708703424768169,492
411,California,Female,36,10,0.0,1,0,0,120694.35,yes,low_risk,0.5398292613050873,493
693,Texas,Male,46,2,104763.41,1,1,1,62368.33,yes,low_risk,0.2618424361158488,494
708,New York,Female,23,4,71433.08,1,1,0,103697.57,yes,low_risk,0.6429021834762402,495
636,Texas,Male,36,6,96643.32,1,0,0,182059.28,yes,low_risk,0.4916181397954486,496
681,Texas,Male,49,8,142946.18,1,0,0,187280.51,no,high_risk,0.0832145585242558,497
461,Hawaii,Female,35,5,0.0,1,1,1,54209.02,yes,low_risk,0.6321337946102001,498
561,Florida,Female,33,6,0.0,2,1,0,45261.47,yes,low_risk,0.916489347736784,499
660,Florida,Female,33,1,0.0,2,0,0,117834.91,yes,low_risk,0.9257636030995224,500
531,Hawaii,Female,47,6,0.0,1,0,0,194998.34,no,high_risk,0.1171662911617714,501
710,Texas,Female,24,2,110407.44,2,0,0,15832.43,no,high_risk,0.7031854184148874,502
745,New York,Female,28,1,111071.36,1,1,0,73275.96,no,high_risk,0.4722224674326866,503
733,California,Male,22,5,0.0,2,1,1,117202.19,yes,low_risk,0.9302768910709134,504
749,Massachusetts,Male,42,9,222267.63,1,0,0,101108.85,no,high_risk,0.2588273201143425,505
612,New York,Male,30,9,142910.15,1,1,0,105890.55,no,high_risk,0.4916507452824746,506
616,Hawaii,Female,31,3,136789.14,1,1,0,59346.4,no,high_risk,0.6852616354944933,507
595,Texas,Male,46,5,142360.62,2,1,0,48421.4,no,high_risk,0.3606408939116929,508
839,Texas,Male,47,2,136911.07,1,1,1,168184.62,no,high_risk,0.2443228427574019,509
776,Hawaii,Male,37,2,0.0,1,0,1,8065.0,yes,low_risk,0.6669671105588448,510
791,California,Male,28,4,0.0,1,1,0,174435.48,yes,low_risk,0.5987956888076489,511
630,Texas,Female,31,2,112373.49,2,1,1,131167.98,yes,low_risk,0.854751394690623,512
850,Texas,Female,45,5,103909.86,1,1,0,60083.11,no,high_risk,0.1533479440295576,513
627,New York,Male,28,5,71097.23,1,1,1,130504.49,yes,low_risk,0.7616990589591434,514
638,Massachusetts,Female,55,2,155828.22,1,0,1,108987.25,no,high_risk,0.3548727036074845,515
640,Texas,Male,33,8,81677.22,2,0,0,34925.56,yes,low_risk,0.8567124701939689,516
684,California,Male,46,0,0.0,2,1,1,36376.97,yes,low_risk,0.8087643669916444,517
652,Hawaii,Female,80,4,0.0,2,1,1,188603.07,yes,low_risk,0.9068047126690224,518
558,Hawaii,Female,45,1,153697.53,2,0,0,89891.4,no,high_risk,0.4481542107663635,519
637,Hawaii,Female,38,3,104339.56,1,0,0,119882.86,yes,low_risk,0.6013377059008519,520
519,California,Female,38,7,125328.56,1,1,0,188225.67,yes,low_risk,0.5815645947942003,521
627,New York,Male,23,5,184244.86,1,1,0,103099.22,yes,low_risk,0.5870378480658647,522
604,Hawaii,Male,33,3,148659.48,1,0,0,42437.75,yes,low_risk,0.6847338567350988,523
587,Massachusetts,Male,41,8,85109.21,1,1,0,1557.82,yes,low_risk,0.4727366762215348,524
555,California,Male,51,5,0.0,3,1,0,189122.89,no,high_risk,0.0226435231373882,525
678,Hawaii,Female,26,1,0.0,2,1,0,45443.68,yes,low_risk,0.9210000094499062,526
652,California,Female,31,3,103696.97,3,0,0,155221.05,no,high_risk,0.0819044872651995,527
667,New York,Female,39,4,83765.35,2,1,0,118358.54,yes,low_risk,0.668604637645866,528
711,Florida,Male,38,3,128718.78,1,0,0,114793.45,yes,low_risk,0.5853292285290322,529
725,New York,Male,19,0,75888.2,1,0,0,45613.75,yes,low_risk,0.6351343905690556,530
721,Hawaii,Male,46,1,115764.32,2,0,0,102950.79,yes,low_risk,0.4322386065721859,531
507,Massachusetts,Male,46,6,92783.68,1,1,1,51424.29,yes,low_risk,0.3833207340163425,532
682,New York,Female,43,7,111094.05,2,1,1,64679.3,yes,low_risk,0.493823837771701,533
612,California,Female,33,0,64900.32,2,1,0,102426.12,yes,low_risk,0.8537413216090001,534
515,New York,Male,37,2,90432.92,1,1,1,188366.04,no,high_risk,0.5222977147892799,535
699,Florida,Male,34,8,0.0,1,1,1,76510.46,yes,low_risk,0.6876643453645481,536
687,New York,Female,27,9,152328.88,2,0,0,126494.82,yes,low_risk,0.7419563646675812,537
778,New York,Male,31,9,182275.23,2,1,0,190631.23,yes,low_risk,0.7558445309314213,538
505,New York,Male,43,5,136855.94,2,1,0,171070.52,yes,low_risk,0.5588988695226328,539
688,Florida,Female,46,3,0.0,2,0,1,104902.68,yes,low_risk,0.8121850349653867,540
551,Texas,Female,30,2,143340.44,1,1,0,145796.49,yes,low_risk,0.5161650060485992,541
620,Hawaii,Female,29,1,138740.24,2,0,0,154700.61,yes,low_risk,0.7950771977643974,542
766,California,Nonbinary,32,6,185714.28,1,1,1,102502.5,yes,low_risk,0.7159330009010383,543
575,Florida,Male,28,7,0.0,1,1,1,10666.05,yes,low_risk,0.7062159796211281,544
715,California,Male,32,8,175307.32,1,1,0,187051.23,yes,low_risk,0.6394572902592905,545
468,California,Male,46,7,91443.75,1,1,0,10958.18,yes,low_risk,0.2360845120633908,546
640,California,Male,43,7,132412.38,1,0,0,69584.3,no,high_risk,0.2889290228930423,547
742,Texas,Male,33,1,137937.95,1,1,1,51387.1,yes,low_risk,0.6324991372605967,548
529,Texas,Male,29,4,135759.4,1,0,0,112813.79,no,high_risk,0.4998795430518716,549
602,Hawaii,Female,72,3,0.0,2,1,1,171260.66,yes,low_risk,0.8885779714086973,550
576,California,Female,41,4,112609.91,1,0,0,191035.18,no,high_risk,0.4223851787567331,551
606,New York,Male,48,4,132403.56,1,0,0,36091.91,no,high_risk,0.1029815070224224,552
525,California,Male,26,7,153644.39,1,1,1,63197.88,yes,low_risk,0.7744350501965332,553
712,Massachusetts,Male,45,6,112994.65,1,0,0,198398.68,yes,low_risk,0.2902573697341635,554
663,California,Male,26,5,141462.13,1,1,0,440.2,yes,low_risk,0.681113391459285,555
711,Hawaii,Male,34,8,0.0,2,0,0,48260.19,yes,low_risk,0.9198055944907714,556
850,New York,Male,37,9,122506.38,1,0,1,199693.84,no,high_risk,0.4480075040114083,557
483,Texas,Male,41,1,118334.44,1,0,0,163147.99,no,high_risk,0.2976265992322219,558
799,Hawaii,Female,52,4,161209.66,1,1,1,89081.41,yes,low_risk,0.3565676612343439,559
698,New York,Male,52,8,96781.39,1,1,1,153373.71,yes,low_risk,0.2683123288798104,560
720,California,Female,37,2,120328.88,2,1,1,138470.21,yes,low_risk,0.7921709735467958,561
759,California,Nonbinary,38,1,104091.29,1,0,0,91561.91,yes,low_risk,0.5898501962314974,562
572,New York,Female,54,9,97382.53,1,1,1,195771.95,yes,low_risk,0.3259535640756011,563
744,Hawaii,Male,47,9,0.0,2,1,0,113163.17,yes,low_risk,0.6536339532896358,564
664,New York,Male,33,7,97286.16,2,1,0,143433.33,yes,low_risk,0.8432854971960602,565
602,California,Female,72,3,0.0,2,1,1,171260.66,yes,low_risk,0.8857859394141637,566
517,Hawaii,Male,56,9,142147.32,1,0,0,39488.04,no,high_risk,0.0608994841784963,567
712,New York,Male,53,6,134729.99,2,1,1,132702.64,yes,low_risk,0.4201230856755788,568
534,Florida,Male,35,4,0.0,2,0,0,9541.15,yes,low_risk,0.8941843744890379,569
571,New York,Male,33,3,71843.15,1,1,0,26772.04,yes,low_risk,0.6060960558899509,570
798,California,Male,36,1,0.0,2,1,1,159044.1,yes,low_risk,0.9050028202622202,571
651,Hawaii,Male,23,10,0.0,2,1,1,170099.23,yes,low_risk,0.9379301555749484,572
751,New York,Male,50,2,96888.39,1,1,0,77206.25,no,high_risk,0.0735197316770162,573
549,California,Female,34,4,0.0,2,0,0,139463.57,yes,low_risk,0.9183625898429336,574
697,Hawaii,Female,49,7,195238.29,4,0,1,131083.56,no,high_risk,0.011393980396769,575
710,Hawaii,Male,21,4,109130.96,2,1,1,56191.99,yes,low_risk,0.8643925171661426,576
629,Texas,Male,28,8,108601.0,1,1,1,119647.7,yes,low_risk,0.642388369818057,577
802,California,Male,29,9,127414.55,1,1,1,134459.12,yes,low_risk,0.7821209598544671,578
698,Florida,Female,39,9,161993.89,1,0,0,90212.38,yes,low_risk,0.605891282276881,579
663,Hawaii,Male,34,10,0.0,1,1,1,114083.73,yes,low_risk,0.681727528738397,580
606,Massachusetts,Male,42,10,0.0,2,1,0,177938.52,yes,low_risk,0.7248113381001409,581
644,California,Nonbinary,33,2,0.0,1,1,0,96420.58,yes,low_risk,0.5196949134634323,582
647,California,Male,28,8,0.0,2,1,1,91055.27,yes,low_risk,0.9328248757576558,583
702,Hawaii,Male,45,0,80793.58,1,1,1,27474.81,yes,low_risk,0.4121988694553706,584
545,California,Male,38,1,88293.13,2,1,1,24302.95,yes,low_risk,0.8289093984591027,585
755,Hawaii,Male,30,4,123217.66,2,0,1,144183.1,yes,low_risk,0.8484461796548912,586
502,Hawaii,Female,64,3,139663.37,1,0,1,100995.11,yes,low_risk,0.4567823633654317,587
640,Texas,Female,74,2,116800.25,1,1,1,34130.43,yes,low_risk,0.8026346021922364,588
678,Hawaii,Female,35,4,0.0,1,1,0,125518.32,yes,low_risk,0.5095375835791615,589
850,Massachusetts,Female,45,5,174088.3,4,1,0,5669.31,no,high_risk,0.0165043623883099,590
705,Massachusetts,Female,47,3,63488.7,1,0,1,28640.92,no,high_risk,0.348018591191983,591
681,Hawaii,Male,34,3,0.0,2,0,0,55816.2,yes,low_risk,0.9053313005913364,592
618,Hawaii,Female,37,5,96652.86,1,1,0,98686.4,no,high_risk,0.6308454104514766,593
760,California,Female,51,2,100946.71,1,0,0,179614.8,no,high_risk,0.0660373515524444,594
619,Florida,Male,52,8,0.0,2,1,1,123242.11,yes,low_risk,0.7954684321380837,595
713,New York,Female,24,7,147687.24,1,1,1,121592.5,yes,low_risk,0.7079530125491815,596
590,California,Female,32,0,127763.24,1,1,0,100717.54,yes,low_risk,0.671892363893565,597
447,California,Female,32,10,0.0,1,1,1,151815.76,yes,low_risk,0.6617588788604347,598
622,Hawaii,Male,26,9,0.0,2,1,1,153237.59,yes,low_risk,0.9361206626799096,599
755,California,Female,29,4,148654.84,2,1,1,28805.09,yes,low_risk,0.8448946236851768,600
727,Hawaii,Male,35,5,136364.46,1,0,0,142754.71,yes,low_risk,0.6497091122599399,601
764,Hawaii,Male,30,5,0.0,2,0,1,105155.66,yes,low_risk,0.9349606993841028,602
627,Texas,Male,30,3,128770.88,2,1,1,40199.01,yes,low_risk,0.8501823927200615,603
645,California,Male,45,6,155417.61,1,0,1,3449.22,yes,low_risk,0.4064184195024535,604
553,Texas,Male,41,9,110112.54,2,0,0,81898.81,yes,low_risk,0.578889160994326,605
646,Hawaii,Male,24,8,0.0,2,0,0,92612.88,yes,low_risk,0.9307248019524568,606
470,New York,Male,39,5,117469.91,2,0,0,63705.9,yes,low_risk,0.618885002581409,607
590,California,Male,43,8,0.0,2,1,1,143628.31,yes,low_risk,0.8304991086574154,608
581,New York,Female,38,3,135157.05,1,1,1,32919.42,yes,low_risk,0.4311809073868668,609
731,Massachusetts,Female,33,5,137388.01,2,1,0,165000.68,yes,low_risk,0.7857423183394181,610
712,Florida,Male,47,1,139887.01,1,1,1,95719.73,yes,low_risk,0.3847857606601332,611
735,Massachusetts,Male,34,5,0.0,2,0,0,71095.41,yes,low_risk,0.9112528605118956,612
350,New York,Male,39,0,109733.2,2,0,0,123602.11,no,high_risk,0.4320871898823813,613
573,Hawaii,Male,35,9,0.0,2,1,0,11743.89,yes,low_risk,0.8930602956497108,614
694,Hawaii,Male,47,4,0.0,2,1,0,197528.62,yes,low_risk,0.6887168478881068,615
682,California,Male,37,5,0.0,2,0,1,112554.68,yes,low_risk,0.8894207864373298,616
411,Hawaii,Female,36,10,0.0,1,0,0,120694.35,yes,low_risk,0.5286562066399939,617
850,California,Male,35,2,0.0,2,1,1,56991.66,yes,low_risk,0.912276011225702,618
691,New York,Female,38,5,114753.76,1,1,0,107665.02,yes,low_risk,0.3825220253396047,619
699,Texas,Male,36,6,147137.74,1,1,1,33687.9,yes,low_risk,0.5925574284182297,620
707,Hawaii,Female,33,2,58036.33,1,1,1,83335.78,yes,low_risk,0.7312761575699206,621
687,California,Male,39,7,0.0,2,1,0,26848.25,yes,low_risk,0.843655249442543,622
537,New York,Female,47,6,103163.35,1,1,0,16259.64,no,high_risk,0.1170645192156473,623
593,Massachusetts,Male,26,9,76226.9,1,1,0,167564.82,yes,low_risk,0.7094527858057457,624
693,New York,Female,43,1,121927.92,1,1,0,87994.95,no,high_risk,0.162711905901266,625
711,Texas,Female,52,8,145262.54,1,0,1,131473.31,yes,low_risk,0.2547880795940638,626
796,Hawaii,Male,44,8,165326.2,1,1,1,57205.55,yes,low_risk,0.4551671568169897,627
616,Texas,Female,36,10,78249.53,1,1,0,136934.91,yes,low_risk,0.5276966649873813,628
650,New York,Female,48,7,138232.24,1,1,0,57594.78,yes,low_risk,0.1080606785494862,629
642,Florida,Male,34,8,0.0,1,1,0,72085.1,yes,low_risk,0.5129405253536387,630
481,Hawaii,Male,44,9,175303.06,1,1,0,65500.53,no,high_risk,0.2422070312784696,631
707,Massachusetts,Male,44,3,0.0,2,1,1,135077.01,yes,low_risk,0.8295989698670231,632
709,Hawaii,Female,41,3,150300.65,2,1,0,71672.86,yes,low_risk,0.6508213902237822,633
643,Hawaii,Male,39,7,0.0,2,1,1,170392.59,yes,low_risk,0.8801734569035277,634
762,Hawaii,Male,26,6,130428.78,1,1,0,173365.89,yes,low_risk,0.6792410562099892,635
750,Hawaii,Female,47,7,121376.15,2,1,0,54473.6,no,high_risk,0.3633620385256928,636
698,California,Male,47,5,156265.31,2,0,0,1055.66,yes,low_risk,0.4062622817967148,637
488,California,Nonbinary,31,8,97588.6,1,0,0,124210.53,yes,low_risk,0.7041138180297724,638
651,Texas,Female,25,2,109175.14,2,1,0,114566.47,yes,low_risk,0.7634640182594212,639
705,Hawaii,Male,38,1,189443.72,1,0,1,106648.58,yes,low_risk,0.678605991801589,640
707,California,Female,55,1,0.0,2,0,1,54409.48,yes,low_risk,0.7919536288088324,641
